2.089893554687500000e+04,1.369499969482421875e+02
2.112678906250000000e+04,1.003099899291992188e+02
2.172023242187500000e+04,7.094999694824218750e+01
2.198733593750000000e+04,6.890000152587890625e+01
2.208970507812500000e+04,5.584000396728515625e+01
2.185918945312500000e+04,5.093000030517578125e+01
2.141622656250000000e+04,5.545000076293945312e+01
2.074453906250000000e+04,5.002000045776367188e+01
1.963927343750000000e+04,3.622000122070312500e+01
1.787305664062500000e+04,2.520999908447265625e+01
1.660692968750000000e+04,1.803000068664550781e+01
1.572241601562500000e+04,1.773999977111816406e+01
1.511072851562500000e+04,1.917999839782714844e+01
1.471751953125000000e+04,2.090999984741210938e+01
1.453757226562500000e+04,1.531000041961669922e+01
1.490453613281250000e+04,1.662000083923339844e+01
1.594564257812500000e+04,2.767000007629394531e+01
1.790741601562500000e+04,3.497999954223632812e+01
1.879950976562500000e+04,5.272000122070312500e+01
1.990445703125000000e+04,7.020999908447265625e+01
2.080593359375000000e+04,6.577999877929687500e+01
2.162028515625000000e+04,3.699000167846679688e+01
2.168080859375000000e+04,3.675000000000000000e+01
2.202816796875000000e+04,3.400000000000000000e+01
2.288802148437500000e+04,4.275999832153320312e+01
2.224942968750000000e+04,4.816999435424804688e+01
2.255778515625000000e+04,5.591999816894531250e+01
2.294173828125000000e+04,5.624000167846679688e+01
2.322220117187500000e+04,4.813000488281250000e+01
2.318371484375000000e+04,3.936999893188476562e+01
2.272203320312500000e+04,3.754999923706054688e+01
2.190617578125000000e+04,4.031999969482421875e+01
2.106816406250000000e+04,3.791999816894531250e+01
1.889575585937500000e+04,4.211999893188476562e+01
1.780380664062500000e+04,4.254999923706054688e+01
1.674013476562500000e+04,4.759000015258789062e+01
1.616710058593750000e+04,2.076000022888183594e+01
1.539420507812500000e+04,3.377999877929687500e+01
1.544084960937500000e+04,2.645999908447265625e+01
1.522615820312500000e+04,4.043999862670898438e+01
1.685065429687500000e+04,4.391999816894531250e+01
1.818340234375000000e+04,3.443999862670898438e+01
1.942371484375000000e+04,3.677000045776367188e+01
1.908633398437500000e+04,3.620999908447265625e+01
1.922766796875000000e+04,3.829000091552734375e+01
1.911525976562500000e+04,4.075999832153320312e+01
1.945771093750000000e+04,4.268000030517578125e+01
1.920748437500000000e+04,4.472999954223632812e+01
1.954101757812500000e+04,4.477000045776367188e+01
1.975568945312500000e+04,4.251000213623046875e+01
2.010812304687500000e+04,3.666999816894531250e+01
2.070026562500000000e+04,3.356000137329101562e+01
2.047790234375000000e+04,3.681999969482421875e+01
1.991859570312500000e+04,3.222999954223632812e+01
1.973740820312500000e+04,3.110000038146972656e+01
1.894829882812500000e+04,2.464999961853027344e+01
1.736891796875000000e+04,2.264000129699707031e+01
1.530418652343750000e+04,1.792000007629394531e+01
1.442685644531250000e+04,1.434999942779541016e+01
1.347666308593750000e+04,1.704999923706054688e+01
1.341560156250000000e+04,5.193999862670898438e+01
1.294629882812500000e+04,5.031999969482421875e+01
1.307277148437500000e+04,1.581000041961669922e+01
1.345964843750000000e+04,7.659999370574951172e+00
1.418063378906250000e+04,2.930999946594238281e+01
1.603069531250000000e+04,3.067000007629394531e+01
1.657226562500000000e+04,3.072999954223632812e+01
1.616377539062500000e+04,3.202999877929687500e+01
1.643537304687500000e+04,3.283000183105468750e+01
1.660989062500000000e+04,3.356999969482421875e+01
1.707850195312500000e+04,5.061999893188476562e+01
1.732399414062500000e+04,3.320000076293945312e+01
1.769491406250000000e+04,3.165999984741210938e+01
1.765574414062500000e+04,3.121999931335449219e+01
1.787169921875000000e+04,3.017000007629394531e+01
1.807447265625000000e+04,2.976000213623046875e+01
1.799635156250000000e+04,2.480999755859375000e+01
1.743823046875000000e+04,3.213999938964843750e+01
1.718556250000000000e+04,2.181999969482421875e+01
1.676805273437500000e+04,2.171999931335449219e+01
1.549445507812500000e+04,7.630001068115234375e+00
1.426597167968750000e+04,1.679999709129333496e+00
1.299291796875000000e+04,0.000000000000000000e+00
1.257969628906250000e+04,0.000000000000000000e+00
1.216865429687500000e+04,0.000000000000000000e+00
1.181629882812500000e+04,0.000000000000000000e+00
1.202992480468750000e+04,-1.100001260638237000e-01
1.219823339843750000e+04,0.000000000000000000e+00
1.245536718750000000e+04,0.000000000000000000e+00
1.311888769531250000e+04,0.000000000000000000e+00
1.337990820312500000e+04,1.196999931335449219e+01
1.376190234375000000e+04,5.380000114440917969e+00
1.387924023437500000e+04,1.436999988555908203e+01
1.378948925781250000e+04,1.309999942779541016e+00
1.373339257812500000e+04,8.999997973442077637e-01
1.378315722656250000e+04,1.359999775886535645e+00
1.364590039062500000e+04,1.536999988555908203e+01
1.370448437500000000e+04,1.812000083923339844e+01
1.389560351562500000e+04,2.562999916076660156e+01
1.428004394531250000e+04,1.485999870300292969e+01
1.460522265625000000e+04,1.434000015258789062e+01
1.467275976562500000e+04,1.825000000000000000e+01
1.483927148437500000e+04,1.224000072479248047e+01
1.472478320312500000e+04,1.646999931335449219e+01
1.335446386718750000e+04,0.000000000000000000e+00
1.260442871093750000e+04,-2.899999320507049561e-01
1.178779589843750000e+04,-2.999999761581420898e+00
1.130199707031250000e+04,-3.369999885559082031e+00
1.101510156250000000e+04,-3.180000066757202148e+00
1.091051953125000000e+04,-2.999999761581420898e+00
1.097964355468750000e+04,-3.829999923706054688e+00
1.118480175781250000e+04,-2.999999761581420898e+00
1.115024511718750000e+04,-2.769999980926513672e+00
1.160542578125000000e+04,-4.000007733702659607e-02
1.180487207031250000e+04,0.000000000000000000e+00
1.262345898437500000e+04,0.000000000000000000e+00
1.314247460937500000e+04,0.000000000000000000e+00
1.324288476562500000e+04,0.000000000000000000e+00
1.314709472656250000e+04,0.000000000000000000e+00
1.317551074218750000e+04,0.000000000000000000e+00
1.314624218750000000e+04,0.000000000000000000e+00
1.311905566406250000e+04,0.000000000000000000e+00
1.348902441406250000e+04,3.410000085830688477e+00
1.416106445312500000e+04,0.000000000000000000e+00
1.469385937500000000e+04,0.000000000000000000e+00
1.467008007812500000e+04,0.000000000000000000e+00
1.504607226562500000e+04,4.899999797344207764e-01
1.497817187500000000e+04,1.689999818801879883e+00
1.332402148437500000e+04,0.000000000000000000e+00
1.260993945312500000e+04,-4.999983683228492737e-02
1.163450976562500000e+04,-7.000004500150680542e-02
1.146581738281250000e+04,-4.999983683228492737e-02
1.132633105468750000e+04,-1.000010501593351364e-02
1.140934472656250000e+04,0.000000000000000000e+00
1.163537304687500000e+04,0.000000000000000000e+00
1.205235937500000000e+04,1.888999938964843750e+01
1.279140625000000000e+04,1.469799957275390625e+02
1.439345605468750000e+04,3.886999893188476562e+01
1.526362792968750000e+04,2.162999916076660156e+01
1.515577148437500000e+04,2.803999900817871094e+01
1.560334863281250000e+04,2.779000091552734375e+01
1.568073535156250000e+04,2.911000061035156250e+01
1.572826562500000000e+04,2.407999992370605469e+01
1.584139941406250000e+04,1.437999916076660156e+01
1.593704394531250000e+04,1.681999969482421875e+01
1.587946191406250000e+04,2.488999938964843750e+01
1.611901171875000000e+04,2.570999717712402344e+01
1.650453906250000000e+04,2.858000183105468750e+01
1.674556445312500000e+04,2.912999916076660156e+01
1.666405859375000000e+04,2.665000152587890625e+01
1.705805273437500000e+04,2.330999946594238281e+01
1.617383203125000000e+04,2.504999732971191406e+01
1.497348535156250000e+04,3.329000091552734375e+01
1.380113671875000000e+04,9.266001892089843750e+01
1.274826367187500000e+04,1.555000019073486328e+01
1.263539941406250000e+04,1.194999980926513672e+01
1.211763378906250000e+04,1.314000034332275391e+01
1.238495214843750000e+04,3.580000400543212891e+00
1.259159667968750000e+04,1.369999885559082031e+00
1.287988085937500000e+04,5.420000553131103516e+00
1.366374804687500000e+04,2.850000000000000000e+01
1.504800585937500000e+04,2.234000205993652344e+01
1.592005078125000000e+04,2.428000068664550781e+01
1.564109375000000000e+04,2.882000160217285156e+01
1.559662695312500000e+04,2.365999984741210938e+01
1.567746875000000000e+04,2.962000083923339844e+01
1.577663085937500000e+04,2.987999916076660156e+01
1.579899707031250000e+04,2.959000015258789062e+01
1.607514550781250000e+04,2.884000015258789062e+01
1.605160839843750000e+04,2.820000076293945312e+01
1.632287109375000000e+04,2.920000076293945312e+01
1.663132617187500000e+04,2.845999908447265625e+01
1.680295898437500000e+04,2.884000015258789062e+01
